total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
8,6,10,CHERNYSHOV Yaroslav,6618,1992-06-16,M,UKR,A,92.42,94 kg Men,0,1,278,165,-170,-170,165,-185,-185,185,185,350
NA,NA,NA,STANULIS Zygimantas,7061,1993-01-11,M,LTU,A,93.88,94 kg Men,0,1,278,-165,-167,-167,NA,NA,NA,NA,NA,NA
6,9,4,ANTTIROIKO Miika Matias,4637,1988-11-20,M,FIN,B,93.58,94 kg Men,0,1,278,150,154,-156,154,-195,196,201,201,355
7,7,8,ANUSKEVICIUS Donatas,1618,1980-05-07,M,LTU,B,90.36,94 kg Men,0,1,278,155,160,163,163,-190,190,-195,190,353
9,10,6,SAGIR Nezir,2654,1983-10-19,M,TUR,B,92.26,94 kg Men,0,1,278,-150,150,-155,150,185,190,195,195,345
10,12,9,VASPORI Gabor,2657,1983-10-26,M,HUN,B,93.74,94 kg Men,0,1,278,146,150,-153,150,-184,184,186,186,336
11,11,13,RETULAINEN Eero Eljas,6852,1992-10-13,M,FIN,B,93.68,94 kg Men,0,1,278,142,146,150,150,174,178,-182,178,328
12,14,11,BOXALL Owen Gordon Edward,5483,1990-07-03,M,GBR,B,92.52,94 kg Men,0,1,278,135,140,145,145,170,175,180,180,325
13,13,12,WEBSTER Sonny Curtis,8015,1994-03-10,M,GBR,B,93.24,94 kg Men,0,1,278,141,146,-150,146,178,-183,-183,178,324
14,15,14,NORGAARD Jeppe,4385,1988-04-24,M,DEN,B,93.2,94 kg Men,0,1,278,135,-139,140,140,160,166,-170,166,306
NA,3,NA,MANUSHI Redon,5410,1990-05-02,M,FRA,B,92.34,94 kg Men,0,1,278,165,170,-172,170,-186,-186,-186,NA,NA
